
CVE-2015-2051, http://securityadvisories.dlink.com/security/publication.aspx?name=SAP10051
CVE-2014-4927, http://packetstormsecurity.com/files/127544/ACME-micro_httpd-Denial-Of-Service.html
CVE-2014-4927, http://www.exploit-db.com/exploits/34102
CVE-2014-4927, http://www.securityfocus.com/bid/68746
CVE-2002-1865, http://archives.neohapsis.com/archives/vulnwatch/2002-q4/0052.html
CVE-2002-1865, http://www.securityfocus.com/bid/6090
CVE-2014-3936, http://packetstormsecurity.com/files/127427/D-Link-HNAP-Request-Remote-Buffer-Overflow.html
CVE-2014-3936, http://www.devttys0.com/2014/05/hacking-the-d-link-dsp-w215-smart-plug
CVE-2014-3936, http://www.securityfocus.com/bid/67651
CVE-2002-2137, http://online.securityfocus.com/archive/1/298432
CVE-2002-2137, http://www.securityfocus.com/bid/6100
CVE-2003-1264, http://www.securityfocus.com/archive/1/305344
CVE-2003-1264, http://www.securityfocus.com/archive/1/305391
CVE-2004-1650, http://www.securityfocus.com/bid/11072
CVE-2005-4723, http://archives.neohapsis.com/archives/fulldisclosure/2006-02/0188.html
CVE-2005-4723, http://www.thunkers.net/~deft/advisories/dlink_udp_dos.txt
CVE-2006-0784, http://www.securityfocus.com/bid/16690
CVE-2006-2337, http://securitytracker.com/id?1016038
CVE-2006-2337, http://www.securiteam.com/securitynews/5JP0220IKK.html
CVE-2006-2653, http://www.eazel.es/media/advisory003-D-Link-DSA-3100-Cross-Site-Scripting.html
CVE-2006-2901, http://secunia.com/advisories/20474
CVE-2006-5536, http://secunia.com/advisories/22524
CVE-2006-5536, http://www.eazel.es/advisory005-D-Link-DSL-G624T-directoy-transversal-xss-cross-site-scripting-directory-listing-vulnerabilities.html
CVE-2006-5536, http://www.securityfocus.com/bid/20689
CVE-2006-5537, http://secunia.com/advisories/22524
CVE-2006-5537, http://www.eazel.es/advisory005-D-Link-DSL-G624T-directoy-transversal-xss-cross-site-scripting-directory-listing-vulnerabilities.html
CVE-2006-5538, http://www.eazel.es/advisory005-D-Link-DSL-G624T-directoy-transversal-xss-cross-site-scripting-directory-listing-vulnerabilities.html
CVE-2006-6538, http://tripp.dynalias.org/arpflood.c
CVE-2008-1253, http://www.gnucitizen.org/projects/router-hacking-challenge/
CVE-2008-1258, http://www.gnucitizen.org/projects/router-hacking-challenge/
CVE-2008-4771, http://www.securityfocus.com/bid/28010
CVE-2009-4821, http://www.hiredhacker.com/2009/12/15/d-link-dir-615-remote-exploit/
CVE-2010-0936, http://www.exploit-db.com/exploits/11030
CVE-2010-0936, http://www.securityfocus.com/bid/37646
CVE-2010-4964, http://newsoft-tech.blogspot.com/2010/09/d-link-dcs-2121-and-state-of-embedded.html
CVE-2010-4964, http://www.openwall.com/lists/oss-security/2011/09/10/1
CVE-2010-4964, http://www.openwall.com/lists/oss-security/2011/09/14/4
CVE-2010-4965, http://newsoft-tech.blogspot.com/2010/09/d-link-dcs-2121-and-state-of-embedded.html
CVE-2012-5306, http://archives.neohapsis.com/archives/bugtraq/2012-03/0154.html
CVE-2012-5306, http://www.exploit-db.com/exploits/18673
CVE-2012-5319, http://www.exploit-db.com/exploits/18509
CVE-2013-2271, http://packetstormsecurity.com/files/120613/dlinkdsl2740b-bypass.txt
CVE-2013-2271, http://www.webapp-security.com/wp-content/uploads/2013/03/D-Link-DSL-2740B-ADSL-Router-Authentication-Bypass2.txt
CVE-2013-3095, http://securityevaluators.com/content/case-studies/routers/dlink_dir865l.jsp
CVE-2013-5223, http://packetstormsecurity.com/files/123976
CVE-2013-5223, http://seclists.org/fulldisclosure/2013/Nov/76
CVE-2013-5730, http://packetstormsecurity.com/files/123200/D-Link-DSL-2740B-Cross-Site-Request-Forgery.html
CVE-2013-5730, http://www.webapp-security.com/wp-content/uploads/2013/09/D-Link-DSL-2740B-Multiple-CSRF-Vulnerabilities1.txt
CVE-2013-5946, http://www.exploit-db.com/exploits/30061
CVE-2013-6026, http://www.devttys0.com/2013/10/reverse-engineering-a-d-link-backdoor/
CVE-2013-6027, http://pastebin.com/raw.php?i=vbiG42VD
CVE-2013-6786, http://antoniovazquezblanco.github.io/docs/advisories/Advisory_RomPagerXSS.pdf
CVE-2013-6786, http://osvdb.org/ref/99/rompager407.pdf
CVE-2013-7389, http://roberto.greyhats.it/advisories/20130801-dlink-dir645.txt
CVE-2014-3760, http://seclists.org/fulldisclosure/2014/Apr/246
CVE-2014-3760, http://websecurity.com.ua/7112
CVE-2014-3761, http://seclists.org/fulldisclosure/2014/Apr/246
CVE-2014-3761, http://websecurity.com.ua/7112
CVE-2014-4645, http://www.exploit-db.com/exploits/33822
CVE-2014-4645, http://www.securityfocus.com/bid/68144
CVE-2014-3872, http://securityadvisories.dlink.com/security/publication.aspx?name=SAP10023
CVE-2014-9234, http://packetstormsecurity.com/files/129138/D-Link-DCS-2103-Directory-Traversal.html
CVE-2014-9234, http://seclists.org/fulldisclosure/2014/Nov/42
CVE-2014-9238, http://packetstormsecurity.com/files/129138/D-Link-DCS-2103-Directory-Traversal.html
CVE-2014-9238, http://seclists.org/fulldisclosure/2014/Nov/42
